"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not Compatible Fields","動作区分/Behavior Type","日本語返却値/Japanese Display Values","英語返却値/English Display Values","備考/Note"
"CITY_ID","市区郡ID","City ID","cityID","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RADIUS_DISTANCE, RADIUS_TARGET, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"CITY_NAME","市区郡","City","city","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RADIUS_DISTANCE, RADIUS_TARGET, RANK_LOST_IMPRESSION_SHARE]","Segment","","","このフィールドは非推奨です。将来削除される予定です。 / This field is deprecated and will be removed in a future version."
"CITY","市区郡","City","city","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RADIUS_DISTANCE, RADIUS_TARGET, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"WARD_ID","行政区ID","Ward ID","wardID","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RADIUS_DISTANCE, RADIUS_TARGET, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"WARD_NAME","行政区","Ward","ward","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RADIUS_DISTANCE, RADIUS_TARGET, RANK_LOST_IMPRESSION_SHARE]","Segment","","","このフィールドは非推奨です。将来削除される予定です。 / This field is deprecated and will be removed in a future version."
"WARD","行政区","Ward","ward","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RADIUS_DISTANCE, RADIUS_TARGET, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"GENDER","性別","Gender","gender","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","男性,女性,不明,男性（推定）,女性（推定）","Male,Female,Unknown,Male (predicted),Female (predicted)",""
"AGE","年齢","Age","age","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","～17歳,18歳～19歳,20歳～24歳,25歳～29歳,30歳～34歳,35歳～39歳,40歳～44歳,45歳～49歳,50歳～54歳,55歳～59歳,60歳～64歳,65歳～69歳,70歳～,不明,～12歳（旧）,13歳～14歳（旧）,15歳～17歳（旧）,18歳～19歳（旧）,20歳～21歳（旧）,22歳～29歳（旧）,30歳～39歳（旧）,40歳～49歳（旧）,50歳～59歳（旧）,60歳～69歳（旧）,70歳～（旧）,不明（旧）,～12歳（推定）（旧）,13歳～14歳（推定）（旧）,15歳～17歳（推定）（旧）,18歳～19歳（推定）（旧）,20歳～21歳（推定）（旧）,22歳～29歳（推定）（旧）,30歳～39歳（推定）（旧）,40歳～49歳（推定）（旧）,50歳～59歳（推定）（旧）,60歳～69歳（推定）（旧）,70歳～（推定）（旧）,15歳～19歳","Age / Under 18,Age / 18-19,Age / 20-24,Age / 25-29,Age / 30-34,Age / 35-39,Age / 40-44,Age / 45-49,Age / 50-54,Age / 55-59,Age / 60-64,Age / 65-69,Age / Over 70,Unknown,Age / Under 13 (previous),Age / 13-14 (previous),Age / 15-17 (previous),Age / 18-19 (previous),Age / 20-21 (previous),Age / 22-29 (previous),Age / 30s (previous),Age / 40s (previous),Age / 50s (previous),Age / 60s (previous),Age / Over 70 (previous),Unknown (previous),Age / Under 13 (predicted)(previous),Age / 13-14 (predicted)(previous),Age / 15-17 (predicted)(previous),Age / 18-19 (predicted)(previous),Age / 20-21 (predicted)(previous),Age / 22-29 (predicted)(previous),Age / 30s (predicted)(previous),Age / 40s (predicted)(previous),Age / 50s (predicted)(previous),Age / 60s (predicted)(previous),Age / Over 70 (predicted)(previous),Age / 15-19",""
"MONTH","月","Month","month","STRING",,"Segment","","",""
"DAY","日","Daily","day","STRING",,"Segment","","",""
"HOUR","時間","Hourly","hourofday","LONG",,"Segment","","",""
"DELIVER","広告掲載方式","Ad Distribution","deliverName","STRING",,"Attribute","インタレストマッチ（2008年版）,インタレストマッチ,ターゲティング,その他の広告,モバイル,トップページプロモーション,センターテキスト,リーディングテキスト,サイトリターゲティング,フルバナー,ミディアムレクタングル,スマートフォンバナー,映像広告（ターゲティング配信）,[特別] トップ編集枠,[特別] トップ編集枠サイトリターゲティング,iPROS広告,アプリインストール広告（スマートフォントップパネル）,アプリインストール広告,クリエイティブ自動作成広告,モバイルバナー,モバイル予備2,モバイル予備3,モバイル予備4,モバイル予備5,モバイル予備6,モバイル予備7,モバイル予備8,モバイル予備9,モバイル予備10,[特別] フルバナー,[特別] ミディアムレクタングル,[特別] スマートフォントップバナー,アダルト広告（マッチング配信）,アダルト広告（ノンターゲティング配信）,Crocosキャンペーン広告,Links for Good,トップページプロモーション サイトリターゲティング,[特別] スマートフォントップパネル,[特別] スマートフォントップパネル サイトリターゲティング,[特別] スマートフォントップバナー サイトリターゲティング,特定コンテンツ専用広告,バナー,アイコンバナー,インタースティシャル,インフィード,インフィード広告,自社広告,Yahoo!リサーチ,[特別] 出店者様限定広告,TRILL Ads,[特別] アイコンバナー,[特別] リテンション,動的ディスプレイ広告,動画広告,ウルトラ集客,動的ディスプレイ広告（自社広告）,PCブランドパネル（静止画）,PCブランドパネル（動画）,PCブランドパネル（動的ディスプレイ広告）,--,自社稿","InterestMatch(2008),InterestMatch,Targeting,Other,Mobile,Top Page Promotion,Center Text,Leading Text,Site Retargeting,Full Banner,Medium Rectangle,Smartphone Banner,Video Targeting,Special YTOP Editorial Position,Special YTOP Editorial Position Site Retargeting,iPROS Ads,App Install Ads (Smartphone Top Panel),App Install Ads,Dynamic Creative Ads,Mobile Banner,mobileyobi2,mobileyobi3,mobileyobi4,mobileyobi5,mobileyobi6,mobileyobi7,mobileyobi8,mobileyobi9,mobileyobi10,Special Full Banner,Special Medium Rectangle,Special Smartphone Top Banner,Adult Ads(Matching),Adult Ads(Non Targeting),Crocos Campaign Ads,Links for Good,Top Page Promotion Site Retargeting,Special Smartphone Top Panel,Special Smartphone Top Panel Site Retargeting,Special Smartphone Top Banner Site Retargeting,Specific Contents Ads,Banner,Icon Banner,Interstitial,In-Feed,Infeed Ads,House Ads,Yahoo! JAPAN Research,Special Ads for Shopping Merchant,TRILL Ads,[Special] Icon Banner,[Special] Retention,Dynamic Ads for Display,Video Ads,Ultra Ads,Dynamic Ads for Display (House Ads),PC Brand Panel (Image),PC Brand Panel (Video),PC Brand Panel (Dynamic Ads for Display),--,HOUSE_AD",""
"DEVICE","デバイス","Device","device","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","PC,モバイル,その他,スマートフォン,タブレット端末","PC,Mobile,Other,SmartPhone,Tablet",""
"MAIN_MEDIA_FORMAT","メインメディアの形式","Main media format","mainMediaFormat","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","-,画像,アニメーションGIF,動画","-,Image,Animated GIF,Video",""
"MEDIA_ID","メディアID","Media ID","mediaID","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"MEDIA_NAME","メディア名","Media Name","mediaName","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"MEDIA_FILE_NAME","ファイル名","File Name","fileName","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"MEDIA_AD_FORMAT","ピクセルサイズ","Pixel Size","pixelSize","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","--,728x90,320x50,300x250,468x60,320x75,250x250,200x200,16x16,336x280,180x150,160x600,120x600,970x90,970x250,88x31,550x480,300x600,300x500,300x1050,120x60,320x100,57x57,512x512,480x320,320x480,1200x628,180x180,300x300,400x200,640x360,600x600,600x80,1200x300,600x100,720x90,955x500,170x1024,450x50,1350x760,450x150","--,728x90,320x50,300x250,468x60,320x75,250x250,200x200,16x16,336x280,180x150,160x600,120x600,970x90,970x250,88x31,550x480,300x600,300x500,300x1050,120x60,320x100,57x57,512x512,480x320,320x480,1200x628,180x180,300x300,400x200,640x360,600x600,600x80,1200x300,600x100,720x90,955x500,170x1024,450x50,1350x760,450x150",""
"AD_TITLE","タイトル","Title","title","STRING","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"DESCRIPTION1","説明文1","Description 1","description1","STRING","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"DESCRIPTION2","説明文2","Description 2","description2","STRING","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"DISPLAY_URL","表示URL","Display URL","displayURL","STRING","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"SEARCHKEYWORD_ID","サーチキーワードID","Search Keyword ID","searchKeywordID","LONG","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"SEARCHKEYWORD","サーチキーワード","Search Keyword","searchKeyword","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","","",""
"CONVERSION_CATEGORY","コンバージョン測定の目的","Objective of Conversion Tracking","objectiveOfConversionTracking","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, BUDGET_LOST_IMPRESSION_SHARE, CLICK, CLICKS, CLICK_RATE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, IMPS, MATERIAL_VIEWABLE_CLICK_RATE, MATERIAL_VIEWABLE_IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, RANK_LOST_IMPRESSION_SHARE, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICKS, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Segment","未設定,その他,主要なページの閲覧,購入/販売,お申し込み,販売促進,アプリをインストール,アプリを起動,アプリをアップデート,登録完了,ログイン,検索,商品一覧画面の閲覧,商品詳細画面の閲覧,商品カートを閲覧,商品カートに追加,お気に入りに追加,商品購入確認,アプリ内商品購入,アプリ内購入,クレジットカードの利用,お支払い明細を発行,コンテンツをレビュー,コンテンツをシェア,アプリへ招待,予約完了,チュートリアルを完了,ディープリンクから流入,ゲームイベントを開始,ゲームイベントを完了,ゲームのレベル到達,ゲームの目標達成,カスタムイベント1,カスタムイベント2,カスタムイベント3","N/A,Other,Page Access,Purchase / Sales,Application,Sales promotion,Install app,App start,Update app,Registration complete,Sign in,Search,View item list,View item description,Viewing cart,Add to cart,Add to favorites,Confirm purchase,In-app product purchase,In-app purchase,Credit card,Payment details,Review contents,Share contents,Invite to app,Reservation complete,Tutorial complete,Traffic from deep link,Start game event,Complete game event,Achieve game level,Unlock achievement,Custom event 1,Custom event 2,Custom event 3",""
"CARRIER","キャリア","Carrier","carrier","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","docomo,KDDI,SoftBank,Y!mobile,その他","docomo,KDDI,SoftBank,Y!mobile,Other",""
"AD_LAYOUT","レイアウト","Layout","adLayout","STRING","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","--,スクエアバナー（トップ）,ワイドバナー（トップ）,ワイドバナー（ミドル）","--,Square Banner (Top),Wide Banner (Top),Wide Banner (Middle)",""
"IMAGE_OPTION","画像自動付与","Dynamic Image Extensions","imageOption","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","オフ,オン,--","Off,On,--",""
"CAMPAIGN_LABEL_IDS_JSON","キャンペーンラベルIDリスト（JSON）","Campaign label IDs (JSON)","campaignLabelIDs(JSON)","LIST<LONG>",,"Attribute","","",""
"CAMPAIGN_LABELS","キャンペーンラベルリスト","Campaign labels","campaignLabels","LIST<STRING>",,"Attribute","","",""
"CAMPAIGN_LABELS_JSON","キャンペーンラベルリスト（JSON）","Campaign labels (JSON)","campaignLabels(JSON)","LIST<STRING>",,"Attribute","","",""
"ADGROUP_LABEL_IDS_JSON","広告グループラベルIDリスト（JSON）","Ad group label IDs (JSON)","adGroupLabelIDs(JSON)","LIST<LONG>","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS]","Attribute","","",""
"ADGROUP_LABELS","広告グループラベルリスト","Ad group labels","adGroupLabels","LIST<STRING>","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS]","Attribute","","",""
"ADGROUP_LABELS_JSON","広告グループラベルリスト（JSON）","Ad group labels (JSON)","adGroupLabels(JSON)","LIST<STRING>","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS]","Attribute","","",""
"AD_LABEL_IDS_JSON","広告ラベルIDリスト（JSON）","Ad label IDs (JSON)","adLabelIDs(JSON)","LIST<LONG>","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"AD_LABELS","広告ラベルリスト","Ad labels","adLabels","LIST<STRING>","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"AD_LABELS_JSON","広告ラベルリスト（JSON）","Ad labels (JSON)","adLabels(JSON)","LIST<STRING>","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"CONVERSION_NAME","コンバージョン名","Conversion Name","conversionName","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, BUDGET_LOST_IMPRESSION_SHARE, CLICK, CLICKS, CLICK_RATE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, IMPS, MATERIAL_VIEWABLE_CLICK_RATE, MATERIAL_VIEWABLE_IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, RANK_LOST_IMPRESSION_SHARE, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICKS, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Attribute","","",""
"OS","OS","OS","os","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","iOS,Android,その他","iOS,Android,Other",""
"APPLI","ウェブ/アプリ","Web/App","appli","STRING","[BUDGET_LOST_IMPRESSION_SHARE, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Segment","ウェブページ,アプリ,その他","Web page,App,Other",""
"CAMPAIGN_TYPE","キャンペーンタイプ","Campaign Type","campaignType","STRING",,"Attribute","標準キャンペーン,アプリキャンペーン","Standard,Mobile App",""
"APP_ID","アプリID/パッケージ名","App ID/Package name","appID","STRING",,"Attribute","","",""
"APP_NAME","アプリ名","App Name","appName","STRING",,"Attribute","","",""
"APP_OS","アプリOS","App OS","appOS","STRING",,"Attribute","Android,iOS","Android,iOS",""
"CAMPAIGN_GOALS","キャンペーン目的","Campaign goals","campaignGoals","STRING",,"Segment","ブランド認知,動画再生,サイト誘導,アプリ訴求,コンバージョン,商品リスト訴求,来店促進,PayPayギフト,未設定","Brand awareness,Video view,Website traffic,App promotion,Conversions,Item list promotion,Store-visit promotion,PayPay Gift,None",""
"CAMPAIGN_BUYING_TYPE","キャンペーン購入タイプ","Campaign buying type","campaignBuyingType","STRING",,"Attribute","運用型,予約型","Auction,Guaranteed",""
"DESTINATION_URL_CAMPAIGN_BANNER","リンク先URL（キャンペーンバナー）","Destination URL (campaign banner)","destinationURLCampaignBanner","STRING","[BUDGET_LOST_IMPRESSION_SHARE, IMPRESSION_SHARE, IMPRESSION_SHARE_BUDGET_LOSS, IMPRESSION_SHARE_RANK_LOSS, RANK_LOST_IMPRESSION_SHARE]","Attribute","","",""
"PACKAGE_NAME","商品名","Package name","packageName","STRING",,"Attribute","","",""
"IMPS","インプレッション数","Impressions","impressions","LONG","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CLICK_RATE","クリック率","CTR","ctr","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_GROUP_ID, CONVERSION_GROUP_NAME, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
