"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not Compatible Fields","動作区分/Behavior Type","日本語返却値/Japanese Display Values","英語返却値/English Display Values","備考/Note"
"VIEWABLE_IMPS","ビューアブルインプレッション数","Viewable impressions","viewableImpressions","LONG",,"Metric","","",""
"VIEWABLE_IMPS_RATE","ビューアブルインプレッション率","Viewable impression rate","viewableImpressionRate","DOUBLE",,"Metric","","",""
"VIEWABLE_CLICKS","ビューアブルクリック数","Viewable clicks","viewableClicks","LONG",,"Metric","","",""
"VIEWABLE_CLICK_RATE","ビューアブルクリック率","Viewable CTR","viewableCtr","DOUBLE",,"Metric","","",""
"MEASURED_IMPS","メジャードインプレッション数","Measured impressions","measuredImpressions","LONG",,"Metric","","",""
"MEASURED_IMPS_RATE","メジャードインプレッション測定率","Measured impression rate","measuredImpressionRate","DOUBLE",,"Metric","","",""
"VIDEO_VIEW_THROUGH_RATE","動画の再生完了率","Video view through rate","videoViewThroughRate","DOUBLE",,"Metric","","",""
"VIDEO_VIEWS","動画の再生開始数","Video views","videoViews","LONG",,"Metric","","",""
"VIDEO_VIEWS_TO_10_SEC","動画の10秒再生数","10 sec video views","videoViewsTo10sec","LONG",,"Metric","","",""
"VIDEO_VIEWS_TO_3_SEC","動画の3秒再生数","3 sec video views","videoViewsTo3sec","LONG",,"Metric","","",""
"AVG_CPV","平均CPV","Avg. CPV","avgCpv","DOUBLE",,"Metric","","",""
"VIDEO_VIEWS_TO_25","動画の25%再生数","25% video views","videoViewsTo25","LONG",,"Metric","","",""
"VIDEO_VIEWS_TO_50","動画の50%再生数","50% video views","videoViewsTo50","LONG",,"Metric","","",""
"VIDEO_VIEWS_TO_75","動画の75%再生数","75% video views","videoViewsTo75","LONG",,"Metric","","",""
"VIDEO_VIEWS_TO_95","動画の95%再生数","95% video views","videoViewsTo95","LONG",,"Metric","","",""
"VIDEO_VIEWS_TO_100","動画の100%再生数","100% video views","videoViewsTo100","LONG",,"Metric","","",""
"AVG_PERCENT_VIDEO_VIEWED","動画の平均再生率","Avg. video view rate","avgVideoViewRate","DOUBLE",,"Metric","","",""
"AVG_DURATION_VIDEO_VIEWED","動画の平均再生時間（秒）","Avg. duration of video viewed","avgDurationOfVideoViewed","DOUBLE",,"Metric","","",""
"SKAN_INSTALLS","インストール数（SKAN）","Installs (SKAN)","skanInstalls","LONG",,"Metric","","",""
"SKAN_INSTALLS_VIA_CLICK","インストール数（SKANクリック経由）","Installs (SKAN via click)","skanInstallsViaClick","LONG",,"Metric","","",""
"SKAN_VIEW_THROUGH_INSTALLS","インストール数（SKANビュースルー）","Installs (SKAN view-through)","skanViewThroughInstalls","LONG",,"Metric","","",""
"SKAN_COST_PER_INSTALL","インストール単価（SKAN）","Cost per install (SKAN)","skanCostPerInstall","DOUBLE",,"Metric","","",""
"SKAN_COST_PER_INSTALL_VIA_CLICK","インストール単価（SKANクリック経由）","Cost per install (SKAN via click)","skanCostPerInstallViaClick","DOUBLE",,"Metric","","",""
"MONTH","月","Month","month","STRING",,"Segment","","",""
"WEEK","週（月～日）","Week (Mon-Sun)","week","STRING",,"Segment","","",""
"DAY","日","Daily","day","STRING",,"Segment","","",""
"OS","OS","OS","os","STRING",,"Segment","iOS,Android,その他","iOS,Android,Other",""
"CAMPAIGN_GOALS","キャンペーン目的","Campaign goals","campaignGoals","STRING",,"Segment","ブランド認知,動画再生,サイト誘導,アプリ訴求,コンバージョン,商品リスト訴求,来店促進,PayPayギフト,友だち追加,未設定","Brand awareness,Video view,Website traffic,App promotion,Conversions,Item list promotion,Store-visit promotion,PayPay Gift,Gain friends,None",""
"CAMPAIGN_SUBTYPE","キャンペーンサブタイプ","Campaign subtype","campaignSubtype","STRING",,"Attribute","標準,インストール","Standard,Install",""
"DEAL_TYPE","商品種別","Package type","dealType","STRING",,"Attribute","Preferred Deal,Private Auction","Preferred deal,Private auction",""
"SPECIAL_PRODUCT_TYPE","キャンペーン掲載タイプ","Campaign delivery type","specialProductType","STRING",,"Attribute","eコマース,自社入稿,セールスプロモーション,プライベートマーケットプレイス,標準","Ecommerce,In-house,Sales promotion,Private market place,Standard",""
"PAID_VIDEO_VIEWS","課金が発生した動画再生数（CPV課金キャンペーンのみ）","Paid video views (CPV)","paidVideoViewsCPV","LONG",,"Metric","","",""
"PAID_VIDEO_VIEW_RATE","課金が発生した動画再生率（CPV課金キャンペーンのみ）","Paid video view rate (CPV)","paidVideoViewRateCPV","DOUBLE",,"Metric","","",""
