"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not Compatible Fields","動作区分/Behavior Type","日本語返却値/Japanese Display Values","英語返却値/English Display Values","備考/Note"
"TOUCHPOINT_18_INTERACTIONS","接点18の回数","Touchpoint 18 Interactions","touchpoint18Interactions","LONG",,"Attribute","","",""
"TOUCHPOINT_18_ACCOUNT","接点18のアカウント","Account for touchpoint 18","accountForTouchpoint18","STRING",,"Attribute","","",""
"TOUCHPOINT_19","接点19のキャンペーン","Campaign for touchpoint 19","campaignForTouchpoint19","STRING",,"Attribute","","",""
"INTERACTION_AT_TOUCHPOINT_19","接点19の行動","Interaction At Touchpoint19","interactionAtTouchpoint19","STRING",,"Attribute","","",""
"TOUCHPOINT_19_INTERACTIONS","接点19の回数","Touchpoint 19 Interactions","touchpoint19Interactions","LONG",,"Attribute","","",""
"TOUCHPOINT_19_ACCOUNT","接点19のアカウント","Account for touchpoint 19","accountForTouchpoint19","STRING",,"Attribute","","",""
"TOUCHPOINT_20","接点20のキャンペーン","Campaign for touchpoint 20","campaignForTouchpoint20","STRING",,"Attribute","","",""
"INTERACTION_AT_TOUCHPOINT_20","接点20の行動","Interaction At Touchpoint20","interactionAtTouchpoint20","STRING",,"Attribute","","",""
"TOUCHPOINT_20_INTERACTIONS","接点20の回数","Touchpoint 20 Interactions","touchpoint20Interactions","LONG",,"Attribute","","",""
"TOUCHPOINT_20_ACCOUNT","接点20のアカウント","Account for touchpoint 20","accountForTouchpoint20","STRING",,"Attribute","","",""
"CONVERSIONS_FOR_CONVERSION_PATH","コンバージョン数","Conversions","conversions","LONG",,"Metric","","",""
"CONV_VALUE_FOR_CONVERSION_PATH","コンバージョンの価値","Conv. value","convValue","LONG",,"Metric","","",""
