"フィールド名/Field Name","日本語表示名称/Japanese Display Name","英語表示名称/English Display Name","XML属性/XML Attribute","型/Type","組合せ不可フィールド/Not Compatible Fields","動作区分/Behavior Type","日本語返却値/Japanese Display Values","英語返却値/English Display Values","備考/Note"
"CONVERSION_CATEGORY","コンバージョン測定の目的","Objective of Conversion Tracking","objectiveOfConversionTracking","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CLICK, CLICK_RATE, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Segment","未設定,その他,主要なページの閲覧,購入/販売,お申し込み,販売促進","N/A,Other,Page Access,Purchase / Sales,Application,Sales promotion",""
"CONVERSION_NAME","コンバージョン名","Conversion Name","conversionName","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CLICK, CLICK_RATE, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Attribute","","",""
"CONVERSION_RATE_VIA_AD_CLICK","コンバージョン率（クリック経由）","Conv. rate (via click)","convRateViaClick","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONVERSIONS","コンバージョン数","Conversions","conversions","LONG",,"Metric","","",""
"CONVERSIONS_VIA_AD_CLICK","コンバージョン数（クリック経由）","Conversions (via click)","conversionsViaClick","LONG",,"Metric","","",""
"COST","コスト","Cost","cost","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"COST_PER_ALL_CONV","コスト/コンバージョン数（全て）","Cost/conv. (all)","costPerConvAll","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"COST_PER_CONV","コスト/コンバージョン数","Cost/conv.","costPerConv","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"COST_PER_CONV_VIA_AD_CLICK","コスト/コンバージョン数（クリック経由）","Cost/conv. (via click)","costPerConvViaClick","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CROSS_DEVICE_CONVERSIONS","クロスデバイスコンバージョン数","Cross-device conv.","crossDeviceConv","LONG",,"Metric","","",""
"DAY","日","Daily","day","STRING",,"Segment","","",""
"DEVICE","デバイス","Device","device","STRING",,"Segment","PC,モバイル,その他,スマートフォン,タブレット端末","PC,Mobile,Other,SmartPhone,Tablet",""
"IMPS","インプレッション数","Impressions","impressions","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"MONTH","月","Month","month","STRING",,"Segment","","",""
"MEASURED_IMPS","メジャードインプレッション数","Measured impressions","measuredImpressions","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"MEASURED_IMPS_RATE","メジャードインプレッション測定率","Measured impression rate","measuredImpressionRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"OS","OS","OS","os","STRING",,"Segment","iOS,Android,その他","iOS,Android,Other",""
"PAID_VIDEO_VIEW_RATE","課金が発生した動画再生率（CPV課金キャンペーンのみ）","Paid video view rate (CPV)","paidVideoViewRateCPV","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"PAID_VIDEO_VIEWS","課金が発生した動画再生数（CPV課金キャンペーンのみ）","Paid video views (CPV)","paidVideoViewsCPV","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"SEARCH_KEYWORD_LIST_ID","サーチキーワードリストID","Search keyword list ID","SearchkeywordlistID","LONG",,"Attribute","","",""
"SEARCH_KEYWORD_LIST_NAME","サーチキーワードリスト名","Search keyword list name","Searchkeywordlistname","STRING",,"Attribute","","",""
"SPECIAL_PRODUCT_TYPE","キャンペーン掲載タイプ","Campaign delivery type","specialProductType","STRING",,"Attribute","eコマース,自社入稿,標準","Ecommerce,In-house,Standard",""
"VALUE_PER_ALL_CONV","コンバージョンの価値（全て）/コンバージョン数（全て）","Conv. value (all)/conv. (all)","convValueAllPerConvAll","DOUBLE",,"Metric","","",""
"VALUE_PER_CONV","コンバージョンの価値/コンバージョン数","Conv. value/conv.","convValuePerConv","DOUBLE",,"Metric","","",""
"VALUE_PER_CONV_VIA_AD_CLICK","コンバージョンの価値（クリック経由）/コンバージョン数（クリック経由）","Conv. value (via click)/conv. (via click)","convValueViaClickPerConvViaClick","DOUBLE",,"Metric","","",""
"VIDEO_VIEWS","動画の再生開始数","Video views","videoViews","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_3_SEC","動画の3秒再生数","3 sec video views","videoViewsTo3sec","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_10_SEC","動画の10秒再生数","10 sec video views","videoViewsTo10sec","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_25","動画の25%再生数","25% video views","videoViewsTo25","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_50","動画の50%再生数","50% video views","videoViewsTo50","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_75","動画の75%再生数","75% video views","videoViewsTo75","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_95","動画の95%再生数","95% video views","videoViewsTo95","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEWS_TO_100","動画の100%再生数","100% video views","videoViewsTo100","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_CLICK","ビューアブルクリック数","Viewable clicks","viewableClicks","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_CLICK_RATE","ビューアブルクリック率","Viewable CTR","viewableCtr","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_IMPS","ビューアブルインプレッション数","Viewable impressions","viewableImpressions","LONG","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIEWABLE_IMPS_RATE","ビューアブルインプレッション率","Viewable impression rate","viewableImpressionRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"VIDEO_VIEW_THROUGH_RATE","動画の再生完了率","Video view through rate","videoViewThroughRate","DOUBLE","[CONVERSION_CATEGORY, CONVERSION_ID, CONVERSION_NAME]","Metric","","",""
"CONVERSION_ID","コンバージョンID","Conversion ID","conversionID","STRING","[ALL_CONV_RATE, ALL_CONV_VALUE_PER_COST, AVG_CPC, AVG_CPM, AVG_CPV, AVG_DELIVER_RANK, AVG_DURATION_VIDEO_VIEWED, AVG_PERCENT_VIDEO_VIEWED, AVG_VCPM, CLICK, CLICK_RATE, CONVERSION_RATE_VIA_AD_CLICK, CONV_RATE, CONV_VALUE_PER_COST, CONV_VALUE_VIA_AD_CLICK_PER_COST, COST, COST_PER_ALL_CONV, COST_PER_CONV, COST_PER_CONV_VIA_AD_CLICK, IMPS, MEASURED_IMPS, MEASURED_IMPS_RATE, PAID_VIDEO_VIEWS, PAID_VIDEO_VIEW_RATE, VIDEO_VIEWS, VIDEO_VIEWS_TO_100, VIDEO_VIEWS_TO_10_SEC, VIDEO_VIEWS_TO_25, VIDEO_VIEWS_TO_3_SEC, VIDEO_VIEWS_TO_50, VIDEO_VIEWS_TO_75, VIDEO_VIEWS_TO_95, VIDEO_VIEW_THROUGH_RATE, VIEWABLE_CLICK, VIEWABLE_CLICK_RATE, VIEWABLE_IMPS, VIEWABLE_IMPS_RATE]","Attribute","","",""
"CAMPAIGN_USER_STATUS","キャンペーン配信設定","Campaign status","campaignUserStatus","STRING",,"Attribute","オン,オフ","On,Off",""
"ADGROUP_USER_STATUS","広告グループ配信設定","Ad group status","adGroupUserStatus","STRING",,"Attribute","オン,オフ","On,Off",""
